title,article,file_links,url,type
Thông báo kết quả chính thức học bổng tân sinh viên Khóa 2023,"
1. Kết quả chính thức học bổng tân sinh viên Khóa 2023: file đính kèm.2. Sinh viên có tên trong danh sách nhận học bổng theo dõi thông báo tiếp theo trên website Khoa để biết thời điểm chuyển khoản học bổng.
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7494_QD-BH-TSV-2023.pdf'],https://www.fit.hcmus.edu.vn/tin-tuc/d/thong-bao-ket-qua-chinh-thuc-hoc-bong-tan-sinh-vien-khoa-2023,scholarship
"Đăng ký học bổng ""Hành trang hướng nghiệp"" học kỳ 2, NH 2023 - 2024","
Nhằm khen thưởng cho những sinh viên có thành tích xuất sắc, tích cực trong hoạt động xã hội hoặc những sinh viên có hoàn cảnh khó khăn phấn đấu vươn lên trong học tập. Công ty TNHH phần mềm FPT HCM có những suất học bổng ""Hành trang hướng nghiệp"" nhằm khuyến khích, động viên  cho các bạn sinh viên Khoa CNTT, trường ĐH Khoa học Tự nhiên tự tin hơn trên con đường học tập phía trước.HỒ SƠ YÊU CẦUTên doanh nghiệpSố suấtChi tiếtCông ty TNHH phần mềm FPT HCM6Điểm trung bình tối thiểu: 3 (Thang điểm 4)Hồ sơ bao gồm:Bảng điểm tiếng ViệtCV tiếng ViệtThư ngỏCông Ty VNG5Điểm trung bình tối thiểu: 8.5 (Thang điểm 10)5 sinh viên năm nhất có điểm trung bình HK1/ 2023 - 2024 cao nhất của chương trình cử nhân tài năngHồ sơ bao gồm:Bảng điểm tiếng ViệtCV tiếng ViệtCÁCH THỨC ỨNG TUYỂNSinh viên đăng nhập trên trang Hệ thống Sinh viên để xem yêu cầu hồ sơ, thông tin từng học bổng và đăng ký:https://www.fit.hcmus.edu.vn/vn/Default.aspx?tabid=1024(Tài khoản đăng nhập: MSSV; Mật khẩu: Ngày tháng năm sinh)Thời gian đăng ký: từ nay đến hết ngày 20/03/2024Lưu ý:Mỗi sinh viên được nộp hồ sơ  tối đa 2 công ty và nhận học bổng của 1 công ty.Sinh viên nhận học bổng Hàng trang hướng nghiệp 1 lần/ năm họcBảng điểm tổng kết (bảng scan hoặc ảnh chụp bảng điểm có dấu mộc xin từ phòng Đào tạo)Sinh viên chú ý điện thoại và email của các Doanh nghiệp trong trường hợp được hẹn phỏng vấnTHÔNG TIN LIÊN HỆBộ phận Trợ lý sinh viên: tlsv@fit.hcmus.edu.vn
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/dang-ky-hoc-bong-hanh-trang-huong-nghiep-hoc-ky-2-nh-2023-2024,scholarship
Thông báo chương trình học bổng của Tập đoàn Điện lực Việt Nam năm học 2023-2024,"
Căn cứ thỏa thuận hợp tác giữa Đại học Quốc gia Thành phố Hồ Chí Minh (ĐHQG-HCM) và Tập đoàn Điện lực Việt Nam (EVN), nhằm mục đích hỗ trợ sinh viên tại các cơ sở đào tạo thành viên, trực thuộc Đại học Quốc gia Thành phố Hồ Chí Minh (ĐHQG-HCM) có thành tích học tập giỏi, rèn luyện tốt, Tập đoàn Điện lực Việt Nam (EVN) triển khai chương trình học bổng EVN năm học 2023 – 2024, chi tiết như sau:Số lượng học bổng của Sinh viên Trường ĐH Khoa học Tự Nhiên:15 suấtGiá trị học bổng: 10.000.000 đồng/suấtĐiều kiện nhận học bổng:Sinh viên khóa 2020, 2021 bậc đại học chính quy, đang theo học thuộc các chuyên ngành sau: năng lượng, tự động hóa, nhiệt, điện tử viễn thông và công nghệ thông tin;Kết quả học tập học kỳ 1 năm học 2023-2024 đạt từ 8.0 điểm trở lên; kết quả rèn luyện học kỳ 1 năm học 2023-2024 đạt loại tốt trở lên;Chưa nhận học bổng thường kỳ của bất cứ tổ chức, cá nhân nào trong năm học 2023-2024Hoàn cảnh gia đình khó khăn, hoặc con thương binh, liệt sĩ, dân tộc thiểu số hoặc trường hợp khó khăn khác (tiêu chí ưu tiên);Tích cực tham gia các hoạt động xã hội (tiêu chí ưu tiên) như: hiến máu nhân đạo, thanh niên tình nguyện hỗ trợ đồng bão lụt, thiên tai, giao thông hoặc các hình thức khác.Hồ sơ học bổng bao gồm:Đơn xin học bổng (SV tự viết)Tờ khai thông tin (theo mẫu).Bảng điểm kết quả học tập và bảng điểm rèn luyện HK1 năm học 2023-2024 có xác nhận của nhà trường.Giấy xác nhận hoàn cảnh (nếu có).Giấy chứng nhận tham gia các hoạt động xã hội (nếu có).Địa điểm và thời gian nộp hồ sơSinh viên  sẽ scan toàn bộ hồ sơ thành 1 file pdf và sử dụng email SV để nộp hồ sơ qua link https://forms.office.com/r/Rxai2aP8MA và nộp bản cứng tại Phòng Công tác Sinh viên (Phòng A.02, cơ sở Nguyễn Văn Cừ) từ ngày ra thông báo đến 16g30 ngày 30/5/2024 .Thời gian: sáng từ 8g00 đến 11g00, chiều từ 13g30 đến 16g30./.
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7708_2024-To-khai-hoc-bong-EVN.docx'],https://www.fit.hcmus.edu.vn/tin-tuc/d/thong-bao-chuong-trinh-hoc-bong-cua-tap-doan-dien-luc-viet-nam-nam-hoc-2023-2024,scholarship
Học bổng Chính phủ Italia Maeci năm học 2024-2025,"
Thông tin từ Đại sứ quán Italia về Học bổng Chính phủ Italia Maeci năm học 2024-2025 dành cho các khoá học Thạc sĩ; các khóa học về Nghệ thuật, Âm nhạc và Khiêu vũ; Tiến sĩ; Nghiên cứu sinh; Các khóa học ngắn hạn về Ngôn ngữ và Văn hóa Ý tại các trường Đại học hàng đầu của Italia; cụ thể như sau:1. Giá trị học bổng: các khoản hỗ trợ bao gồm học phí, bảo hiểm y tế, 1000 Euro sinh hoạt phí mỗi tháng cho các chương trình sau ở Ý:  Thạc sĩ (“Laurea Magistrale 2 ° ciclo”);Các khoá Đại học/Thạc sĩ về Nghệ thuật, Âm nhạc và Khiêu vũ (AFAM);Tiến sĩ;Nghiên cứu (“Progetti in co-tutela”);Các khóa học về Văn hóa và Ngôn ngữ Ý.*Lưu ý về các khoản hỗ trợ của học bổng MAECI:Ứng viên tham gia Khóa học Ngôn ngữ và Văn hóa Ý sẽ nhận được 3000 euro cho 3 tháng;Ứng viên tham gia Khóa thạc sĩ sẽ nhận được 9000 euro cho 9 tháng;Về học phí: Một số trường Đại học miễn học phí cho sinh viên được cấp học bổng Maeci, tùy thuộc vào chính sách của từng trường. Tuy nhiên việc miễn học phí không áp dụng cho các Khóa học về Ngôn ngữ và Văn hóa Ý;Học bổng không chi trả chi phí đi lại (máy bay).2. Thời gian: Hạn chót để nộp hồ sơ từ Việt Nam là 19h (giờ Hà Nội) ngày 14/06/2024. Việc nộp hồ sơ chỉ được thực hiện qua cổng thông tin trực tuyến Study in Italy (link: https://studyinitaly.esteri.it/).3. Thông tin liên hệ:Thông tin chi tiết, vui lòng tham khảo website của chương trình tại: https://studyinitaly.esteri.it/ListaBandi hoặc liên hệ Văn phòng Uni-Italia Việt Nam:Email: info@uni-italia.vnĐiện thoại: 02438240579Hotline: 096.888.5484Website: https://duhocy.vn/faq-maeci/
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/hoc-bong-chinh-phu-italia-maeci-nam-hoc-2024-2025,scholarship
Thông tin Học bổng Le So Memorial Scholarship of Excellence,"
LSMSE có tên đầy đủ là Le So (Lê Sở) Memorial Scholarship of Excellence, là một trong những học bổng được Sunflower Mission lập ra với sứ mệnh giúp đỡ các học sinh/sinh viên xuất sắc có hoàn cảnh khó khăn ở Việt Nam, tạo điều kiện tốt nhất cho các em theo đuổi và thực hiện giấc mơ theo học đại học.CÁCH THỨC ỨNG TUYỂNCác bạn ứng viên hoàn thành đơn ứng tuyển trực tuyến tại đây:Link: https://form.jotform.com/232172441705449ĐỐI TƯỢNG TRAO HỌC BỔNGHọc sinh đậu Đại học có tổng điểm thi tối thiểu 24/30 hoặc Sinh viên vừa hoàn thành HKI, HKII năm nhất với điểm trung bình mỗi kỳ tối thiểu 8.0/10 hoặc 3.2/4.0. Trường hợp chưa hoàn thành HKII có thể bổ sung bảng điểm sau.Dành cho sinh viên tất cả các ngành học (ưu tiên sinh viên các khối ngành STEAM) thuộc các trường đại học trên toàn quốc. Có hoàn cảnh khó khăn (có thể xem xét từng trường hợp nếu không có sổ hộ nghèo).GIÁ TRỊ HỌC BỔNG2000 USD/năm/suất theo tỷ giá hiện hành cho toàn bộ chương trình đại học, miễn là bạn vẫn đáp ứng đủ điều kiện của học bổng liên tục trong suốt thời gian học. Học bổng sẽ được phát theo từng học kỳ (1000$/học kỳ). Nhận được sự hỗ trợ đến từ các anh chị Mentor trong suốt quá trình học tập. Cơ hội tham gia vào các chương trình hỗ trợ như English Initiative - cải thiện kĩ năng tiếng anh và các hoạt động hướng đến cộng đồng như Trọn, Thư viện H.O.P.E. Qua đó, mỗi sinh viên sẽ tích lũy được nhiều kinh nghiệm cũng như là kỹ năng thiết yếu. QUY TRÌNH XÉT TUYỂNCác bạn vui lòng đọc thật kỹ các mốc thời gian sau:10/8 - 10/9: Mở đơn ứng tuyển.13/9 - 14/9: Gửi email kết quả vòng đơn.16/9 - 24/9: Phỏng vấn.02/10: Thông báo kết quả. LSMSE luôn mong có thể hỗ trợ và đồng hành cùng  các bạn sinh viên trên con đường học vấn sắp tới. Vậy nên đừng đắn đo, bạn hãy tự tin nắm bắt cơ hội để có thể trở thành một thành viên GEN 7.1 – LSMSEer nhé!Nếu các bạn có thắc mắc, cứ thoải mái liên hệ về fanpage Học Bổng LSMSE để được giải đáp tận tình nhé!Xem thêm Brochure LSMSE 2023: http://bit.ly/43YexjN-------------------------------------------- Le So Memorial Scholarship of Excellence (LSMSE) Website: https://www.sunflowermission.org (English) LSMSE: https://sites.google.com/view/lsmse Ms. Hồng Phước (Zenda): 0932 778 693 hoặc lsmse-scholarship@sunflowermission.org
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/thong-tin-hoc-bong-le-so-memorial-scholarship-of-excellence,scholarship
"[CQ] Thứ tự bảo vệ, thời gian bảo vệ, danh sách giảng viên phản biện KLTN - TTDATN khóa 2020, đợt 2 (T7, 8/2024)","
THÔNG BÁOThứ tự bảo vệ, thời gian bảo vệ, danh sách giảng viên phản biện KLTN - TTDATN khóa 2020, đợt 2Sinh viên ĐHCQ Chương trình Chuẩn xem thứ tự bảo vệ, danh sách Giáo viên phản biện Khóa luận tốt nghiệp và Thực tập dự án tốt nghiệp Khóa 2020 - đợt 2 (bảo vệ T7, 8/2024) trong file đính kèm. Thời gian bảo vệ các Hội đồng như sau: THỰC TẬP DỰ ÁN TỐT NGHIỆP: ngày 27/7/2024Hội đồng Kỹ thuật phần mềm: 8g00, phòng C42, C43A, C41Hội đồng Mạng máy tính và viễn thông: 8g00, phòng C43BHội đồng Hệ thống thông tin: 13g30, phòng C41Hội đồng Công nghệ tri thức: 13g30, phòng C42Hội đồng Khoa học máy tính: 13g30, phòng C43AKHÓA LUẬN TỐT NGHIỆP: (27/7 - 08/8/2024)Hội đồng Mạng máy tính và viễn thông: 9g00, ngày 27/7/2024Hội đồng Khoa học máy tính 1: 7g30, ngày 29/7/2024Hội đồng Khoa học máy tính 3: 7g30, ngày 30/7/2024Hội đồng Khoa học máy tính 2: 7g30, ngày 31/7/2024Hội đồng Kỹ thuật phần mềm: 8g00, ngày 02/8/2024Hội đồng Công nghệ tri thức 1: 7g30, ngày 05/8/2024Hội đồng Công nghệ tri thức 2: 9g00, ngày 05/8/2024Hội đồng Hệ thống thông tin: 13g30, ngày 07/8/2024Hội đồng Thị giác máy tính: 8g00, ngày 08/8/2024Lưu ý:SV bắt buộc liên hệ và gặp GVPB trước khi bảo vệ ít nhất 7 ngày trước ngày bảo vệ. Nếu SV không gặp phản biện trước bảo vệ, Khoa sẽ hủy bảo vệ và SV phải nhận điểm 0 của học phần tốt nghiệp trong HK2/23-24Tham dự buổi hướng dẫn bảo vệ vào 15g00 ngày 22/6/2024.Nộp đơn bảo vệ vào 01/7/2024.GIÁO VỤ KHOA CNTT
","['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7738_CQ-Thu-tu-bao-ve-TTDATN-K2020-dot-2.pdf', 'https://www.fit.hcmus.edu.vn/vn/UserFiles\\7739_FIT-HCMUS_Huong-dan-bv-KLTN-TTDATN-K2020-2.pdf', 'https://www.fit.hcmus.edu.vn/vn/UserFiles\\7740_CQ-Thu-tu-bao-ve-KLTN-K2020-dot-2.pdf']",https://www.fit.hcmus.edu.vn/tin-tuc/d/cq-thu-tu-bao-ve-thoi-gian-bao-ve-danh-sach-giang-vien-phan-bien-kltn-ttdatn-khoa-2020-dot-2-t7-8-2024,academic_affairs
V/v nhận đơn phúc khảo HK2/2022-2023 lớp 21HCB,"
Thông báoSinh viên lớp 21HCB xem thông báo v/v nộp đơn phúc khảo HK2 năm học 2022-2023 trong file đính kèm.Giáo vụ khoa CNTT
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/v-v-nhan-don-phuc-khao-hk2-2022-2023-lop-21hcb,academic_affairs
Thông báo về việc đăng ký đề tài luận văn thạc sĩ khoá 32/2022 - đợt 2,"
Căn cứ theo kế hoạch học tập của Khóa 32/2022, Khoa CNTT chuyển tiếp đến các học viên cao học Khóa 32/2022 thông báo từ Phòng đào tạo sau đại học về việc đăng ký đề tài luận văn thạc sĩ đợt 2 như sau:1. Đối tượng đăng ký: Học viên đăng ký học theo phương thức 2, 3. Đối với các học viên đăng ký học theo phương thức 1, nếu chưa có đề tài thì đăng ký bổ sung đợt này.2. Hồ sơ đăng ký gồm có:– Phiếu đăng ký đề tài (Mẫu đính kèm)– Đề cương luận văn thạc sĩ (Mẫu đính kèm)3. Thời gian đăng ký và thực hiện đề tài luận văn thạc sĩ như sau:– Học viên điền thông tin đăng ký tại link: http://tinyurl.com/dkdetaik32– Học viên nộp phiếu đăng ký đề tài và đề cương luận văn thạc sĩ có chữ ký của giảng viên hướng dẫn tại Văn phòng Khoa CNTT (phòng I53) từ ngày 04/6 đến hết ngày 24/6/2024 (thứ 2 - thứ 6: sáng từ 8g00-12g00, chiều từ 13g30 - 17g00)– Thời gian thực hiện đề tài luận văn thạc sĩ: từ tháng 07/2024 đến tháng 11/2024– Thời gian trình luận văn thạc sĩ: tháng 12/20244. Quy định đối với người hướng dẫn luận văn, đồ án:–  Mỗi học viên có một hoặc hai giảng viên hướng dẫn luận văn/đồ án tốt nghiệp, trong đó có ít nhất một giảng viên là cơ hữu của ĐHQG-HCM–  Giảng viên hướng dẫn và đồng hướng dẫn đảm bảo các điều kiện sau:a) Đạt trình độ tiến sĩ trở lên, chuyên môn phù hợp với hướng đề tài của học viên.b) Bảo đảm đủ năng lực ngoại ngữ, ứng dụng công nghệ thông tin để giảng dạy, nghiên cứu và trao đổi khoa học quốc tế.c) Có kết quả nghiên cứu khoa học liên quan đến lĩnh vực nghiên cứu của người học trong thời gian 5 năm tính đến thời điểm được giao hướng dẫn-----BP. Giáo Vụ SĐH, Khoa CNTTEmail: giaovusdh@fit.hcmus.edu.vnWebsite: https://www.fit.hcmus.edu.vn/sau-dai-hocFacebook: https://www.facebook.com/sdh.fit.hcmus/
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/thong-bao-ve-viec-dang-ky-de-tai-luan-van-thac-si-khoa-32-2022-dot-2,academic_affairs
V/v nhận đơn phúc khảo HK2/2022-2023 lớp 21HCB,"
Thông báoSinh viên lớp 21HCB xem thông báo v/v nộp đơn phúc khảo HK2 năm học 2022-2023 trong file đính kèm.Giáo vụ khoa CNTT
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/v-v-nhan-don-phuc-khao-hk2-2022-2023-lop-21hcb,academic_affairs
[CNTN] Mời tham dự buổi bảo vệ Khóa luận tốt nghiệp lớp CNTN2020 (15/8 - 25/8/2024),"
THÔNG BÁOBp. Giáo vụ thông báo đến các bạn danh sách và thứ tự bảo vệ các đề tài Khoá luận tốt nghiệp của sinh viên lớp Cử nhân tài năng Khóa 2020. Mời các bạn sinh viên quan tâm đến tham dự các buổi bảo vệ với các thông tin sau:Hội đồng Cử nhân tài năng 4: 8g00 ngày 15/8/2024, Phòng C32BHội đồng Cử nhân tài năng 6: 13g30 ngày 15/8/2024, Phòng C32BHội đồng Cử nhân tài năng 7: 7g30 ngày 16/8/2024, Phòng C41Hội đồng Cử nhân tài năng 2: 8g00 ngày 19/8/2024, Phòng F205BHội đồng Cử nhân tài năng 5: 13g30 ngày 22/8/2024, Phòng C22Hội đồng Cử nhân tài năng 3: 8g00 ngày 25/8/2024, Phòng C22Danh sách đề tài và thứ tự bảo vệ các bạn vui lòng xem tại file đính kèm.GIÁO VỤ KHOA CNTT
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7772_CNTN-Thu-tu-bao-ve-Khoa-luan-tot-nghiep-K2020.pdf'],https://www.fit.hcmus.edu.vn/tin-tuc/d/cntn-moi-tham-du-buoi-bao-ve-khoa-luan-tot-nghiep-lop-cntn2020-15-8-25-8-2024,academic_affairs
THI ĐẤU CODE TOUR - CƠ HỘI “NÂNG CẤP” TOÀN DIỆN KỸ NĂNG LẬP TRÌNH DÀNH CHO BẠN 👨‍💻,"
Đăng ký ngay: https://bit.ly/4bWtGGL Đếm ngược 04 ngày đến với Code Challenge #1, Code Tour đã đón nhận hơn 700 lượt đăng ký từ cộng đồng đam mê công nghệ trên toàn quốc. Để tiếp thêm tự tin chinh phục giải đấu, cùng lắng nghe những lời “review” về cơ hội có được khi thi đấu cùng Code Tour nhé:Cơ hội nuôi dưỡng nền lập trìnhLà các lập trình viên đã có kinh nghiệm, Xuân Quang và Tiến Thành đều nhận ra tầm quan trọng của nền tảng kiến thức CNTT khi áp dụng trong công việc. Chính vì thế, các bạn đánh giá cao cơ hội được chinh chiến ở các giải đấu lập trình như Code Tour.Cơ hội giao lưu và cọ xátLà thí sinh của Vòng chung kết Code Tour 2023, Quốc Việt đánh giá đây sẽ là sân chơi để các bạn trẻ từ khắp mọi nơi cùng thi đấu và chia sẻ kinh nghiệm lẫn nhau.ĐĂNG KÝ NGAY Code Challenge #1 và sẵn sàng chiến hết mình nhé các chiến binh IT ơi!#CodeTour #CodeConnectChallenge #Giaidaulaptrinh #LifeatVNG  
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7723_4-2.jpg'],https://www.fit.hcmus.edu.vn/tin-tuc/d/thi-dau-code-tour-co-hoi-nang-cap-toan-dien-ky-nang-lap-trinh-danh-cho-ban,events
"Thông báo lịch trình bày chương trình Trường hè ""FIT@HCMUS Summer School on Generative AI and LLM"" năm 2024","
Tiếp nối thành công của Trường hè về Trí tuệ nhân tạo và Học máy ở các năm trước, sắp tới #fithcmus tiếp tục tổ chức Trường hè về Generative AI và Mô hình ngôn ngữ lớn (FIT@HCMUS Summer School on Generative AI and LLM).  ❓Bạn đam mê khám phá, tìm hiểu về Mô hình ngôn ngữ lớn và Trí tuệ nhân tạo?  ❓Bạn mong muốn thu thập kiến thức từ những chuyên gia hàng đầu trong lĩnh vực Trí tuệ nhân tạo và Xử lý ngôn ngữ tự nhiên?   FIT@HCMUS Summer School on Generative AI and LLM sẽ là nơi dành cho bạn.  Và đặc biệt, khóa học hoàn toàn MIỄN PHÍ. Thời gian: từ 22/07 - 26/07/2024. Địa điểm: Giảng đường I, Trường Đại học Khoa học tự nhiên, ĐHQG-HCM (227 Nguyễn Văn Cừ, P.4, Q.5) Thông tin lịch trình chi tiết như sau (hoặc xem tại link bit.ly/lich-trinh-bay-SummerSchool-2024):  ⌛️ Thứ hai, ngày 22/07/202408:30 – 09:00: Opening Statement, PGS. TS. Trần Minh Triết (ĐHKHTN, ĐHQG-HCM) 09:00 – 11:00: Intelligent Interactive Assistance for Multimedia Retrieval, PGS. TS. Trần Minh Triết (ĐHKHTN, ĐHQG-HCM) --------------------------------------- 14:00 – 15:30: Generative AI for Interactive Applications, TS. Lê Trung Nghĩa (ĐHKHTN, ĐHQG-HCM)  15:30 – 17:00: AR/VR for Human-Computer Interaction, TS. Lê Khánh Duy (ĐHKHTN, ĐHQG-HCM)  ⌛️ Thứ ba, ngày 23/07/202408:00 – 11:00: AlphaGeometry: Solving IMO Geometry without Human Demonstrations, TS. Trịnh Hoàng Triều (Google DeepMind) --------------------------------------- 14:00 – 15:30: Can machines understand long-form video with complex tasks?, TS. Trần Lê Hồng Dũ (Google) 15:30 – 17:00: Blockchain: Applications in accessing private data, TS. Trần Trung Dũng (ĐHKHTN, ĐHQG-HCM)   ⌛️ Thứ tư, ngày 24/07/2024 08:00 – 11:00: Prompt Engineering and Demonstration, TS. Nguyễn Tiến Huy và TS. Lê Thanh Tùng (ĐHKHTN, ĐHQG-HCM--------------------------------------- 14:00 – 17:00: RAG for Large Language Models, TS. Nguyễn Trường Sơn và TS. Nguyễn Hồng Bửu Long (ĐHKHTN, ĐHQG-HCM)  ⌛️ Thứ năm, ngày 25/07/202408:00 – 11:00: Security of AI Models: Fair, Bias and Explainability, PGS. TS. Lê Khắc Nhiên Ân (University College Dublin) --------------------------------------- 14:00 – 15:30: Large Language Models for Software Development and Agents, TS. Bùi Duy Quốc Nghị (FPT) 15:30 – 17:00: Large Language Models for Software Testing, PGS. TS. Nguyễn Văn Vũ (ĐHKHTN, ĐHQG-HCM) ⌛️ Thứ sáu, ngày 26/07/202408:00 – 11:00: Recent Trends in Recommender Systems, PGS. TS. Lê Nguyễn Hoài Nam, ThS. Hồ Thị Hoàng Vy và ThS. Lê Ngọc Thành (ĐHKHTN, ĐHQG-HCM) 11:00 – 11:10: Closing Remark, PGS. TS. Nguyễn Văn Vũ (ĐHKHTN, ĐHQG-HCM)   Hiện tại email xác nhận đăng ký thành công đã được gửi cho các bạn có điền form trước đó. Các bạn vui lòng kiểm tra hộp thư của mình nhé! Đồng thời, link đăng ký đã được mở gia hạn để các bạn có nhu cầu đăng ký bổ sung: bit.ly/Summer-School-2024 Thời hạn đăng ký bổ sung: Từ nay đến 12h00 Chủ Nhật, ngày 21/07/2024 Hãy nhanh tay đăng ký để không bỏ lỡ cơ hội học tập và trải nghiệm tại FIT@HCMUS Summer School on Generative AI and LLM các bạn nhé!  Nếu có các thắc mắc liên quan, các bạn vui lòng liên hệ với Cô Nguyễn Trần Thục Uyên (nttuyen@fit.hcmus.edu.vn) để được hỗ trợ.  Hẹn gặp các bạn trong mùa hè này.
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/thong-bao-lich-trinh-bay-chuong-trinh-truong-he-fithcmus-summer-school-on-generative-ai-and-llm-nam-2024,events
Danh sách sinh viên tham dự chương trình Tech-Talk và Information day,"
Khoa CNTT thông báo danh sách đã đăng ký tham dự chương trình Tech-Talk và Information day, danh sách chi tiết tại link sau. Chương trình Tech-Talk & Information day nhằm trao đổi và thảo luận về lĩnh vực AI cũng như giới thiệu về Cuộc thi ý tưởng giải pháp Tiên phong công nghệ mới (HCMUS AI INNOVATION)Thời gian: 8g00 - 11g00 thứ sáu ngày 7/6/2024Địa điểm: Hội trường I, trường ĐH Khoa học tự nhiên (227 Nguyễn Văn Cừ, P4, Q5)NỘI DUNG CHƯƠNG TRÌNH1. Hội thảo GenAIDiễn giả: Dr. Judith BorowskiChức vụ: Senior Expert and Competency Development Manager for AI; Chapter Lead for Data Analytics tại Bosch Global Software Technologies***Nội dung hội thảo bằng tiếng Anh2. Giới thiệu Cuộc thi ý tưởng giải pháp Tiên phong công nghệ mới3. Giới thiệu các ứng dụng, công cụ để phát triển giải pháp và tham quan booth trưng bày sản phẩm công nghệTHAM DỰLink đăng ký tham dự: tại đâyThời gian đăng ký tham dự bổ sung chương trình: từ nay đến 18g00 ngày 6/6/2024LƯU Ý: Sinh viên tham gia sẽ được cộng ĐRL;Sinh viên có tên trong danh sách chính thức nhưng bận việc đột xuất vui lòng tìm người thay thế và báo về Bp. TLSV qua email.Sinh viên có tên trong danh sách chính thức nhưng vắng mặt không phép sẽ bị đưa vào Black list của Khoa---Cuộc thi ý tưởng giải pháp Tiên phong công nghệ mới (HCMUS AI Innovation) được phối hợp tổ chức bởi Khoa Công nghệ Thông tin cùng Công ty TNHH Bosch Global Software Technologies nhằm khuyến khích sinh viên phát huy tính sáng tạo, khả năng nghiên cứu và ứng dụng công nghệ trong các lĩnh vực công nghệ thông tin tiên tiến như AI, GenAI, Software-Defined Vehicle (SDV), AR/VR, Edge AI, Cloud, và Cyber Security.
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/danh-sach-sinh-vien-tham-du-chuong-trinh-tech-talk-va-information-day,events
THI ĐẤU CODE TOUR HÀNG TUẦN - CHỚP NGAY GIẢI THƯỞNG HẤP DẪN LÊN ĐẾN 20 TRIỆU ĐỒNG,"
👉 Đăng ký ngay: https://bit.ly/4bWtGGL Với các vòng thi đấu online được tổ chức hàng tuần của Code Tour 2024, các bạn trẻ đam mê công nghệ có thể dễ dàng tham gia để cọ xát bản thân và nâng cấp tư duy lập trình. TOP 10 “anh tài” xuất sắc nhất ở mỗi vòng loại Code Challenge còn được vinh danh trên bảng xếp hạng cùng loạt giải thưởng hiện kim:️🥇️ Rank 1: 3 triệu đồng🥈️ Rank 2: 2 triệu đồng🥉️ Rank 3: 1 triệu đồng🏅 Rank 4 - 10: mỗi giải 500 nghìn đồngCác chiến thần giành vé vào các vòng tiếp theo sẽ có cơ hội tiếp tục nhận thêm nhiều giải thưởng hấp dẫn. Trong đó, phần thưởng cho Quán quân Code Tour 2024 là hiện kim 15 triệu đồng 🔥Cổng đăng ký Code Challenge #2 với nhiều giải thưởng cực hấp dẫn đang đợi bạn rinh về nhà đó. Đăng ký ngay để “đặt lịch” chiến cùng Code Tour 2024 nhé!#CodeTour #CodeConnectChallenge #Giaidaulaptrinh #LifeatVNG
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7726_prize-1.png'],https://www.fit.hcmus.edu.vn/tin-tuc/d/thi-dau-code-tour-hang-tuan-chop-ngay-giai-thuong-hap-dan-len-den-20-trieu-dong,events
